customer_id,date_of_birth,borough,neighborhood,zip_code,first_name,last_name
225,1999-12-08,staten island,PORT RICHMOND,10302, Jonas,Ludwig
233,null,manhattan,GRAMERCY PARK AND MURRAY HILL,10017, Hanna,Möller
234,2000-06-25,manhattan,LOWER MANHATTAN,10280, Leon,Braun
239,2004-02-04,queens,SOUTHWEST QUEENS,11419, Mats,Arnold
243,2010-11-12,queens,NORTHEAST QUEENS,11363, Florian,Hahn
247,1999-01-01,bronx,HUNTS POINT AND MOTT HAVEN,10459, Ruben,Werner
250,2005-05-16,staten island,PORT RICHMOND,10302, Tobias,Fuchs
251,2000-01-01,brooklyn,BOROUGH PARK,11219, Anton,Maier
252,2011-07-18,bronx,NORTHEAST BRONX,10470, Elias,Jäger
253,2005-01-11,manhattan,UPPER WEST SIDE,10025, Julian,Schwarz
256,2010-04-02,manhattan,LOWER EAST SIDE,10009, Maximilian,Albrecht
258,1990-08-29,queens,JAMAICA,11435, Sebastian,Baumann
267,null,queens,WEST QUEENS,11373, Philipp,Schulz
270,1999-01-01,manhattan,GRAMERCY PARK AND MURRAY HILL,10017, Antonia,Martens
273,1999-01-01,brooklyn,NORTHWEST BROOKLYN,11205, Ole,Jäger
274,1999-01-01,queens,NORTHWEST QUEENS,11106, Julian,Schütz
275,null,manhattan,LOWER EAST SIDE,10002, Noah,Sommer
277,1999-09-25,brooklyn,EAST NEW YORK AND NEW LOTS,11207, Malte,Bauer
284,2000-01-01,manhattan,CENTRAL HARLEM,10037, Dominik,Barth
291,2000-01-01,manhattan,UPPER EAST SIDE,10044, Marie,Weber
303,null,queens,JAMAICA,11433, Johannes,Kuhnert
304,2000-01-01,bronx,NORTHEAST BRONX,10475, Lisa,Schneider
305,2016-05-16,brooklyn,SOUTHWEST BROOKLYN,11228, Johanna,Peters
308,1995-05-22,bronx,HIGH BRIDGE AND MORRISANIA,10452, Greta,Braun
310,2010-11-12,brooklyn,SOUTHWEST BROOKLYN,11214, Victoria,Schäfer
315,2010-11-12,bronx,HUNTS POINT AND MOTT HAVEN,10459, Greta,Heinrich
316,2005-05-16,queens,NORTH QUEENS,11354, Antonia,Lorenz
317,null,bronx,HIGH BRIDGE AND MORRISANIA,10451, Ruben,Schütz
321,2010-11-12,manhattan,CHELSEA AND CLINTON,10011, Julian,Hartmann
324,1981-12-23,bronx,NORTHEAST BRONX,10475, Alina,Barth
325,2000-11-12,staten island,STAPLETON AND ST. GEORGE,10305, Anton,Baumann
346,2010-11-12,brooklyn,SOUTHERN BROOKLYN,11229, Maximilian,Jung
348,null,queens,SOUTHEAST QUEENS,11004, Noah,Engel
351,2010-11-12,manhattan,EAST HARLEM,10029, Luna,Walter
352,2010-10-15,brooklyn,BUSHWICK AND WILLIAMSBURG,11206, Ruben,Schreiber
355,2000-01-01,bronx,NORTHEAST BRONX,10470, Carlotta,Kopp
356,2005-05-16,brooklyn,BOROUGH PARK,11230, David,Becker
358,2003-05-04,brooklyn,NORTHWEST BROOKLYN,11201, Leni,Ziegler
360,2005-02-16,bronx,KINGSBRIDGE AND RIVERDALE,10471, Laurin,Vogel
363,2010-11-12,manhattan,GRAMERCY PARK AND MURRAY HILL,10017, Kilian,Richter
372,2000-01-01,queens,JAMAICA,11412, Mats,Schilling
375,null,brooklyn,BOROUGH PARK,11204, Julius,Klein
376,2000-01-01,manhattan,LOWER MANHATTAN,10004, Niklas,Freitag
380,null,bronx,NORTHEAST BRONX,10470, Lisa,Bauer
381,2000-01-01,manhattan,GRAMERCY PARK AND MURRAY HILL,10022, Theo,Groß
384,null,bronx,NORTHEAST BRONX,10470, Lea,Voigt
394,1992-11-12,queens,SOUTHEAST QUEENS,11411, Linus,Ludwig
397,2000-01-01,queens,SOUTHEAST QUEENS,11411, Theo,Lehmann
399,2003-04-15,bronx,SOUTHEAST BRONX,10461, Collin,Zimmermann
401,2010-11-12,bronx,HUNTS POINT AND MOTT HAVEN,10454, Tobias,Köhler
403,null,bronx,HIGH BRIDGE AND MORRISANIA,10452, Elisa,Horn
404,null,queens,WEST CENTRAL QUEENS,11374, Nele,Lorenz
407,2000-01-01,queens,ROCKAWAYS,11694, Sarah,Martens
408,1999-01-01,manhattan,GREENWICH VILLAGE AND SOHO,10012, Paul,Böhm
409,null,queens,ROCKAWAYS,11691, Theo,Jäger
415,2016-05-31,queens,SOUTHWEST QUEENS,11417, Jan,Horn
416,null,manhattan,LOWER MANHATTAN,10004, Oskar,Klein
422,2004-11-12,queens,SOUTHEAST QUEENS,11427, Katharina,Voigt
429,2000-01-01,bronx,SOUTHEAST BRONX,10462, Marco,Dietrich
430,2010-11-12,queens,JAMAICA,11436, Helene,Engel
433,null,staten island,SOUTH SHORE,10308, Mathilda,Wolf
435,2000-01-01,manhattan,UPPER EAST SIDE,10075, Timo,Linke
439,null,brooklyn,FLATBUSH,11225, Ole,Seidel
440,1989-01-01,staten island,SOUTH SHORE,10309, Frieda,Becker
441,1991-12-22,queens,NORTHWEST QUEENS,11106, Collin,Krämer
452,2014-05-02,brooklyn,SUNSET PARK,11232, Antonia,Linke
454,1999-01-01,queens,NORTHEAST QUEENS,11362, Samuel,Langer
460,null,queens,NORTHEAST QUEENS,11361, Fabian,Schütz
472,null,bronx,SOUTHEAST BRONX,10472, Jonathan,Schreiber
474,2000-01-01,queens,JAMAICA,11435, Linus,Wagner
475,2000-01-01,queens,WEST QUEENS,11370, Malte,Michel
478,2000-01-01,manhattan,UPPER WEST SIDE,10023, Theo,Huber
479,2009-05-16,manhattan,LOWER EAST SIDE,10009, Jonas,Bauer
480,2000-01-01,queens,SOUTHEAST QUEENS,11413, Leni,Lehmann
510,1998-01-01,brooklyn,SOUTHWEST BROOKLYN,11214, Maximilian,Horn
514,2012-11-12,manhattan,LOWER EAST SIDE,10002, Julius,Otto
518,2000-01-01,staten island,SOUTH SHORE,10309, Mila,Köhler
541,2000-09-05,manhattan,UPPER EAST SIDE,10065, Jonas,Simon
548,2000-02-02,queens,SOUTHWEST QUEENS,11419, Elisa,Müller
549,null,brooklyn,FLATBUSH,11210, Ole,Hahn
550,2010-11-12,manhattan,LOWER MANHATTAN,10038, Anna,Reuter
566,2000-01-01,brooklyn,NORTHWEST BROOKLYN,11205, Jakob,Fischer
568,2015-01-01,brooklyn,CENTRAL BROOKLYN,11216, Nele,Lang
573,2000-01-01,manhattan,GREENWICH VILLAGE AND SOHO,10012, Julian,Köhler
579,1999-02-18,manhattan,UPPER EAST SIDE,10044, Leon,Maier
583,2005-01-11,brooklyn,EAST NEW YORK AND NEW LOTS,11207, Jan,Busch
585,2000-01-01,queens,NORTHWEST QUEENS,11105, Tim,Weiß
587,1999-01-01,brooklyn,CANARSIE AND FLATLANDS,11236, Carlotta,Lange
590,2010-06-22,manhattan,LOWER MANHATTAN,10038, Julian,Zimmermann
693,1999-01-01,manhattan,GRAMERCY PARK AND MURRAY HILL,10017, Lea,Richter
704,2000-01-01,brooklyn,EAST NEW YORK AND NEW LOTS,11208, Emilia,Groß
705,2003-04-22,brooklyn,BUSHWICK AND WILLIAMSBURG,11237, Adrian,Richter
716,null,bronx,HIGH BRIDGE AND MORRISANIA,10456, Johannes,Schütz
720,2000-01-01,bronx,NORTHEAST BRONX,10469, Malte,Wirth
741,1991-12-24,brooklyn,EAST NEW YORK AND NEW LOTS,11208, Maximilian,Krämer
749,2000-01-01,manhattan,LOWER MANHATTAN,10004, Julian,Pohl
756,2010-11-12,queens,SOUTHEAST QUEENS,11429, Maximilian,Krüger
759,2000-01-01,staten island,SOUTH SHORE,10312, Luna,Wagner
763,2000-01-01,bronx,SOUTHEAST BRONX,10465, Marco,Simon
766,1983-03-27,manhattan,LOWER EAST SIDE,10002, Julian,Reuter
789,null,bronx,KINGSBRIDGE AND RIVERDALE,10463, Johannes,Voelker
790,1989-09-03,queens,SOUTHEAST QUEENS,11413, Anton,Kuhn
792,2009-08-16,staten island,SOUTH SHORE,10309, Marlene,Lehmann
798,null,brooklyn,SUNSET PARK,11232, Lara,Groß
807,2005-05-16,staten island,STAPLETON AND ST. GEORGE,10305, Marlene,Günther
809,2010-11-12,queens,NORTHWEST QUEENS,11101, Julius,Sauer
816,1990-11-28,staten island,SOUTH SHORE,10312, Nora,Hartmann
823,null,manhattan,CENTRAL HARLEM,10037, Samuel,Stephan
862,null,manhattan,CENTRAL HARLEM,10039, Mila,Müller
882,1999-01-01,staten island,PORT RICHMOND,10303, Lea,Winkler
887,1999-01-01,manhattan,GRAMERCY PARK AND MURRAY HILL,10017, Theo,Weiß
903,1970-01-01,bronx,NORTHEAST BRONX,10470, Greta,Reuter
904,1999-06-30,manhattan,CENTRAL HARLEM,10027, Dennis,Schuster
908,null,queens,WEST CENTRAL QUEENS,11375, Jonas,Sommer
912,null,queens,NORTH QUEENS,11356, Nico,Lehmann
924,2010-11-12,bronx,HUNTS POINT AND MOTT HAVEN,10474, Luca,Böhm
929,2014-09-10,brooklyn,GREENPOINT,11222, Collin,Stephan
930,1999-01-01,bronx,CENTRAL BRONX,10453, Emil,Keller
934,2000-01-01,bronx,SOUTHEAST BRONX,10461, Peer,Freitag
939,null,queens,SOUTHEAST QUEENS,11005, Vincent,Vogel
943,2000-01-01,brooklyn,BOROUGH PARK,11218, Sofia,Lehmann
947,2000-01-01,bronx,NORTHEAST BRONX,10475, Maximilian,Simon
950,2000-01-01,staten island,PORT RICHMOND,10302, Frieda,Schäfer
952,null,manhattan,LOWER MANHATTAN,10038, Emma,Wirth
969,null,bronx,CENTRAL BRONX,10460, Carlotta,Linke
975,null,manhattan,LOWER MANHATTAN,10038, Dennis,Kaiser
990,1999-09-04,queens,WEST QUEENS,11369, Jonathan,Lehmann
993,null,brooklyn,SOUTHERN BROOKLYN,11223, Mathilda,Meyer
1001,2006-03-14,queens,JAMAICA,11434, Jan,Voelker
1002,2012-08-28,bronx,KINGSBRIDGE AND RIVERDALE,10471, Laurin,Wolf
1007,2010-11-12,queens,ROCKAWAYS,11692, Alexander,Kopp
1014,2010-11-12,queens,WEST QUEENS,11368, Sofia,Otto
1025,null,brooklyn,BOROUGH PARK,11204, Leni,Horn
1031,null,bronx,KINGSBRIDGE AND RIVERDALE,10471, Luca,Fuchs
1037,null,manhattan,CHELSEA AND CLINTON,10011, Lina,Groß
1038,2000-11-12,queens,ROCKAWAYS,11694, Nils,Wolf
1047,2000-01-01,brooklyn,NORTHWEST BROOKLYN,11217, Ruben,Schröder
1055,2005-04-09,queens,ROCKAWAYS,11695, Marie,Walter
1067,2000-01-01,queens,NORTHEAST QUEENS,11361, Collin,Simon
1076,2000-01-01,brooklyn,CENTRAL BROOKLYN,11238, Frieda,Böhm
1080,1998-02-20,queens,JAMAICA,11436, Moritz,Köhler
1089,null,queens,SOUTHWEST QUEENS,11421, Lisa,Graf
1094,null,staten island,SOUTH SHORE,10307, Victoria,Meyer
1101,2000-01-01,brooklyn,NORTHWEST BROOKLYN,11231, Ella,Kopp
1111,2005-01-01,brooklyn,BOROUGH PARK,11204, Johannes,Möller
1129,2000-11-12,brooklyn,SOUTHWEST BROOKLYN,11209, Adrian,Schuster
1146,null,manhattan,UPPER WEST SIDE,10024, Victoria,Wirth
1173,2000-01-01,brooklyn,CENTRAL BROOKLYN,11233, Dominik,Brandt
1195,1999-01-01,brooklyn,CENTRAL BROOKLYN,11238, Luca,Jung
1207,1999-01-01,brooklyn,GREENPOINT,11211, Mathilda,Winkler
1215,2000-01-01,manhattan,GRAMERCY PARK AND MURRAY HILL,10010, Samuel,Bauer
1218,2000-01-01,queens,NORTH QUEENS,11357, Luisa,Hofmann
1242,2002-05-14,queens,ROCKAWAYS,11695, Nils,Scholz
1249,2000-01-01,manhattan,UPPER EAST SIDE,10021, Nils,Lorenz
1253,2000-01-01,queens,JAMAICA,11434, Elias,Roth
1254,2000-01-01,queens,WEST QUEENS,11368, Peer,Wagner
1271,null,queens,SOUTHWEST QUEENS,11421, Paul,Lange
1273,2009-09-08,brooklyn,NORTHWEST BROOKLYN,11205, Luca,Roth
1283,2000-01-01,queens,JAMAICA,11423, Melina,Heinrichs
1295,null,queens,ROCKAWAYS,11693, Tim,Schneider
1304,1992-01-21,manhattan,GRAMERCY PARK AND MURRAY HILL,10022, Clara,Kopp
1316,2009-02-15,staten island,STAPLETON AND ST. GEORGE,10301, Fabian,Baumann
1326,2000-01-01,manhattan,GRAMERCY PARK AND MURRAY HILL,10017, Mia,Möller
1336,2007-07-09,manhattan,CHELSEA AND CLINTON,10020, Mila,Hartmann
1353,2000-01-01,manhattan,CHELSEA AND CLINTON,10018, Luca,Vogel
1364,2000-05-01,queens,ROCKAWAYS,11693, Tobias,Lehmann
1365,1995-06-25,manhattan,EAST HARLEM,10029, Nora,Klein
1371,null,queens,SOUTHWEST QUEENS,11418, Lisa,Kuhn
1375,2000-01-01,bronx,NORTHEAST BRONX,10469, Levi,Voelker
1382,2000-01-01,brooklyn,BOROUGH PARK,11204, Elisa,Kühn
1388,2005-09-25,queens,NORTH QUEENS,11355, Elias,Schulz
1425,2000-01-01,queens,WEST QUEENS,11370, Carlotta,Lang
1442,2000-01-01,brooklyn,BUSHWICK AND WILLIAMSBURG,11237, Collin,Stark
1451,2000-01-01,brooklyn,BOROUGH PARK,11218, Nele,Werner
1462,1992-06-03,manhattan,CHELSEA AND CLINTON,10036, Hanna,Schilling
1463,null,manhattan,LOWER EAST SIDE,10009, Sofia,Kuhn
1469,2005-10-29,manhattan,CHELSEA AND CLINTON,10019, Julian,Dietz
1478,null,bronx,CENTRAL BRONX,10460, Lennard,Werner
1481,2000-01-01,manhattan,CENTRAL HARLEM,10026, Clara,Stephan
1482,1998-09-07,bronx,BRONX PARK AND FORDHAM,10467, Julius,Schäfer
1488,2000-01-01,brooklyn,SUNSET PARK,11232, Maxim,Winkler
1494,2000-01-01,manhattan,UPPER WEST SIDE,10025, Tim,Groß
1511,null,bronx,HUNTS POINT AND MOTT HAVEN,10455, Luisa,Hoffmann
1513,2008-01-01,queens,JAMAICA,11412, Samuel,Schäfer
1516,null,queens,SOUTHEAST QUEENS,11428, Julian,Kuhnert
1517,2004-11-12,manhattan,LOWER MANHATTAN,10005, Paul,Schuster
1520,2017-09-05,brooklyn,EAST NEW YORK AND NEW LOTS,11208, Dennis,Reuter
1527,null,queens,ROCKAWAYS,11693, Sebastian,Groß
1530,2000-01-01,staten island,PORT RICHMOND,10310, Oskar,Dietrich
1533,2000-01-01,bronx,KINGSBRIDGE AND RIVERDALE,10471, Melina,Barth
1538,1975-10-18,bronx,HUNTS POINT AND MOTT HAVEN,10454, Alexander,Fischer
1557,2000-01-01,manhattan,UPPER WEST SIDE,10025, Kilian,Meyer
1567,2008-10-26,manhattan,CHELSEA AND CLINTON,10020, Simon,Winkler
1595,2005-11-12,manhattan,CHELSEA AND CLINTON,10018, Julius,Langer
1603,2002-09-25,bronx,SOUTHEAST BRONX,10461, Leon,Hofmann
1618,null,bronx,HIGH BRIDGE AND MORRISANIA,10452, Marlene,Weiß
1623,2000-01-01,manhattan,LOWER EAST SIDE,10002, Nico,Kaiser
1635,2014-01-24,queens,SOUTHWEST QUEENS,11419, Victoria,Möller
1655,2000-10-14,queens,NORTHEAST QUEENS,11362, Leni,Jäger
1659,2007-10-01,queens,NORTH QUEENS,11360, Timo,Voigt
1660,null,bronx,HUNTS POINT AND MOTT HAVEN,10459, Emma,Stark
1891,null,brooklyn,EAST NEW YORK AND NEW LOTS,11208, Anton,Bauer
1894,2005-01-01,manhattan,LOWER MANHATTAN,10038, Levi,Stephan
1905,2000-01-01,bronx,SOUTHEAST BRONX,10472, Johannes,Linke
1912,2006-05-17,queens,ROCKAWAYS,11693, Maximilian,Wirth
1930,2008-11-12,queens,CENTRAL QUEENS,11365, David,Michel
1933,null,queens,WEST CENTRAL QUEENS,11374, Emil,Voelker
1935,1999-01-01,manhattan,LOWER MANHATTAN,10007, Victoria,Schwarz
1942,2000-01-01,staten island,SOUTH SHORE,10306, Hanna,Hahn
1947,2012-04-02,manhattan,LOWER MANHATTAN,10006, Finn,Schmid
1954,1998-05-16,bronx,CENTRAL BRONX,10457, Amelie,Fischer
1957,2006-02-01,brooklyn,CANARSIE AND FLATLANDS,11239, Mia,Scholten
1961,null,brooklyn,EAST NEW YORK AND NEW LOTS,11207, Nele,Ludwig
1965,1974-01-20,brooklyn,FLATBUSH,11226, Florian,Schreiber
1973,2010-11-12,staten island,SOUTH SHORE,10309, Kilian,Langer
1981,2000-01-01,brooklyn,FLATBUSH,11226, Alexander,Roth
1989,2000-01-01,brooklyn,GREENPOINT,11222, Elias,Linke
2020,null,staten island,MID-ISLAND,10314, Marie,Hartmann
2021,2000-01-01,brooklyn,BOROUGH PARK,11219, Aaron,Huber
2045,2000-01-01,bronx,NORTHEAST BRONX,10469, Nico,Huber
2052,2000-01-01,brooklyn,GREENPOINT,11211, Laurin,Weber
2057,null,queens,SOUTHWEST QUEENS,11416, Theo,Werner
2063,null,brooklyn,BOROUGH PARK,11230, Nele,Krüger
2071,2000-01-01,queens,WEST QUEENS,11373, Lea,Köhler
2079,2009-06-25,staten island,MID-ISLAND,10314, Paul,Schneider
2092,2000-01-01,brooklyn,CANARSIE AND FLATLANDS,11236, Frieda,Horn
2108,2000-01-01,brooklyn,FLATBUSH,11210, Elias,Krüger
2115,2010-11-12,manhattan,UPPER EAST SIDE,10021, Emilia,Beck
2118,2000-01-01,staten island,PORT RICHMOND,10310, Ruben,Neumann
2122,null,bronx,HIGH BRIDGE AND MORRISANIA,10451, Luis,Weber
2135,2010-11-12,queens,JAMAICA,11432, Leni,Walter
2137,null,brooklyn,CANARSIE AND FLATLANDS,11236, Fabian,Zimmermann
2138,2000-01-01,queens,SOUTHEAST QUEENS,11004, Alina,Kühn
2146,null,manhattan,LOWER MANHATTAN,10038, Johannes,Weber
2151,1986-05-02,queens,NORTH QUEENS,11360, Nils,Baumann
2156,2010-11-12,queens,SOUTHEAST QUEENS,11005, Marco,Seidel
2187,2005-09-15,queens,ROCKAWAYS,11697, Laurin,Heinrich
2188,1999-01-01,manhattan,UPPER EAST SIDE,10028, Malte,Sauer
2213,null,staten island,STAPLETON AND ST. GEORGE,10301, Clara,Fuchs
2218,null,queens,NORTHEAST QUEENS,11364, Collin,Schilling
2224,2004-06-07,staten island,PORT RICHMOND,10310, Oskar,Zimmermann
2245,2010-11-12,manhattan,CHELSEA AND CLINTON,10036, Charlotte,Heinrichs
2254,2009-09-02,brooklyn,NORTHWEST BROOKLYN,11217, David,Heinrichs
2270,2000-01-01,queens,NORTH QUEENS,11357, Hannes,Maier
2272,2000-01-16,queens,NORTHEAST QUEENS,11362, Noah,Scholz
2297,2010-11-12,queens,WEST CENTRAL QUEENS,11375, Fabian,Huber
2300,null,manhattan,LOWER MANHATTAN,10006, Emma,Maier
2319,2000-01-01,bronx,BRONX PARK AND FORDHAM,10467, Paula,Pohl
2339,2003-08-18,queens,NORTH QUEENS,11357, Ruben,Kopp
2344,1999-01-01,manhattan,CHELSEA AND CLINTON,10001, Tim,Lange
2359,null,brooklyn,CENTRAL BROOKLYN,11213, Collin,Reuter
2377,2008-06-08,brooklyn,EAST NEW YORK AND NEW LOTS,11207, Frieda,Schütz
2381,2016-05-04,queens,NORTH QUEENS,11355, Emil,Krämer
2386,1999-01-01,manhattan,LOWER MANHATTAN,10006, Charlotte,Simon
2427,2000-01-01,manhattan,GRAMERCY PARK AND MURRAY HILL,10016, Nele,Jäger
2437,null,brooklyn,SUNSET PARK,11232, Nils,Schmitt
2448,null,staten island,SOUTH SHORE,10308, Carlotta,Krüger
2459,2003-06-15,queens,ROCKAWAYS,11693, Noah,Werner
2462,1999-01-01,queens,WEST QUEENS,11370, Vincent,Schmid
2482,null,queens,NORTH QUEENS,11355, Jakob,Dietrich
2488,2008-05-18,manhattan,LOWER MANHATTAN,10004, Carlotta,Braun
2505,2010-11-12,queens,JAMAICA,11432, Mats,Günther
2523,1995-11-15,queens,SOUTHWEST QUEENS,11414, Luna,Koch
2525,2000-01-01,queens,ROCKAWAYS,11695, Pascal,Klein
2526,null,queens,CENTRAL QUEENS,11365, Samuel,Wirth
2530,2010-11-12,brooklyn,FLATBUSH,11203, Paula,Schmitt
2547,2000-01-01,queens,SOUTHWEST QUEENS,11414, Jakob,Braun
2549,null,queens,NORTHWEST QUEENS,11104, Leon,Busch
2556,2000-01-01,queens,NORTH QUEENS,11356, Katharina,Voelker
2564,null,brooklyn,FLATBUSH,11210, Mats,Kühn
2581,2010-11-12,manhattan,UPPER EAST SIDE,10044, Timo,Lorenz
2599,1997-10-18,manhattan,UPPER EAST SIDE,10021, Moritz,Weber
2607,2001-05-19,queens,WEST CENTRAL QUEENS,11385, Niklas,Langer
2609,2006-12-12,bronx,SOUTHEAST BRONX,10461, Luisa,Lange
2611,2000-01-01,queens,SOUTHWEST QUEENS,11414, Julius,Berger
2635,1999-06-21,brooklyn,CANARSIE AND FLATLANDS,11234, Luis,Schulz
2655,2008-05-14,queens,SOUTHWEST QUEENS,11418, Emilia,Sommer
2658,2011-07-28,manhattan,CENTRAL HARLEM,10030, Emma,Seidel
2660,2014-04-02,manhattan,CHELSEA AND CLINTON,10036, Collin,Dietrich
2667,2010-11-12,staten island,SOUTH SHORE,10308, Mila,Koch
2690,2013-06-27,queens,NORTH QUEENS,11356, Malte,Böhm
2691,2010-11-12,queens,SOUTHWEST QUEENS,11415, Nils,Maier
2698,null,bronx,CENTRAL BRONX,10460, Nele,Peters
2699,1999-01-01,bronx,HUNTS POINT AND MOTT HAVEN,10454, Frieda,Peters
2701,null,queens,CENTRAL QUEENS,11366, Niklas,Otto
2708,null,brooklyn,CANARSIE AND FLATLANDS,11239, Melina,Scholten
2711,2005-12-27,manhattan,CENTRAL HARLEM,10027, Timo,Dietrich
2713,null,manhattan,CHELSEA AND CLINTON,10011, Lisa,Wagner
2733,null,staten island,PORT RICHMOND,10303, Florian,Becker
2734,2010-11-12,queens,NORTH QUEENS,11357, Helene,Vogel
2745,1976-03-07,staten island,SOUTH SHORE,10308, Marco,Kühn
2755,null,brooklyn,SOUTHWEST BROOKLYN,11209, Alina,Werner
2764,2000-01-01,bronx,HUNTS POINT AND MOTT HAVEN,10455, David,Krämer
2768,null,manhattan,CENTRAL HARLEM,10037, Charlotte,Neumann
2780,2008-05-19,manhattan,CENTRAL HARLEM,10026, Finn,Pohl
2781,2000-01-01,manhattan,INWOOD AND WASHINGTON HEIGHTS,10033, Nils,Walter
2797,1999-02-18,queens,NORTHWEST QUEENS,11101, Johanna,Beck
2804,2000-01-01,manhattan,UPPER WEST SIDE,10024, Melina,Schneider
2809,2001-10-13,queens,ROCKAWAYS,11693, Hannes,Walter
2812,null,queens,NORTHEAST QUEENS,11363, Jonas,Kuhnert
2815,2003-09-01,manhattan,EAST HARLEM,10029, Melina,Sommer
2818,2010-11-12,queens,SOUTHWEST QUEENS,11417, Dennis,Hartmann
2826,2000-01-01,staten island,PORT RICHMOND,10302, Leni,Brandt
2837,null,queens,NORTH QUEENS,11356, Pauline,Jung
2842,2000-01-01,queens,SOUTHWEST QUEENS,11416, Florian,Engel
2845,2008-05-01,queens,NORTHEAST QUEENS,11362, Elias,Vogel
2847,null,manhattan,EAST HARLEM,10035, Marlene,Krüger
2866,null,manhattan,CHELSEA AND CLINTON,10020, Jonathan,Schröter
2869,1991-12-17,brooklyn,NORTHWEST BROOKLYN,11205, Vincent,Stark
2879,2010-11-12,brooklyn,SUNSET PARK,11220, Adrian,Neumann
2896,2000-02-20,bronx,HUNTS POINT AND MOTT HAVEN,10474, Philipp,Lorenz
2911,2000-01-01,manhattan,GREENWICH VILLAGE AND SOHO,10012, Alexander,Engel
2915,2000-01-01,brooklyn,CANARSIE AND FLATLANDS,11234, Peer,Schmidt
2924,1998-10-29,queens,SOUTHEAST QUEENS,11422, Lisa,Arnold
2941,2005-05-16,brooklyn,CENTRAL BROOKLYN,11216, Luisa,Huber
2942,2006-05-16,brooklyn,BOROUGH PARK,11230, Florian,Schilling
2944,2003-01-19,manhattan,CENTRAL HARLEM,10026, Lara,Kopp
2948,2010-11-12,brooklyn,CENTRAL BROOKLYN,11233, Tobias,Hahn
2951,2000-01-01,bronx,SOUTHEAST BRONX,10461, Luisa,Scholz
2956,1998-06-02,brooklyn,BUSHWICK AND WILLIAMSBURG,11206, Theo,Fuchs
2957,1992-09-13,manhattan,INWOOD AND WASHINGTON HEIGHTS,10032, Sarah,Heinrichs
2964,null,queens,ROCKAWAYS,11693, Jonathan,Arnold
2968,1991-07-09,manhattan,LOWER EAST SIDE,10002, David,Jäger
2975,2000-01-01,manhattan,LOWER MANHATTAN,10006, Clara,Schröter
2992,null,brooklyn,NORTHWEST BROOKLYN,11215, Erik,Kühn
3002,null,manhattan,UPPER WEST SIDE,10025, Maxim,Simon
3015,2000-01-01,manhattan,LOWER EAST SIDE,10003, Oskar,Vogel
3023,2005-11-26,queens,WEST QUEENS,11377, Elisa,Schröder
3038,null,brooklyn,SOUTHWEST BROOKLYN,11214, Nils,Weber
3045,2003-01-25,manhattan,INWOOD AND WASHINGTON HEIGHTS,10040, Maximilian,Hofmann
3046,null,queens,JAMAICA,11423, Johanna,Engel
